,id,NAME,host id,host_identity_verified,host name,neighbourhood group,neighbourhood,lat,long,country,country code,can_book_w/out_host_approval,cancellation_policy,room type,Construction year,price,service fee,minimum nights,number of reviews,last review,reviews per month,review rate number,calculated host listings count,days_avaialable_next_365days,house_rules,license #,last review 
90646,51065122,Spacious room within minutes to A express train!,66167650678,0.0,Gaurav,Manhattan,Washington Heights,40.84798,-73.94092,United States,US,True,flexible,Private room,2003.0,514.0,103.0,2.0,0.0,,,4.0,1.0,0.0,"- I like to keep a quiet house. Please keep all noise low, especially in the morning and late at night. - Please take your shoes off before entering the apartment. - Always bolt the apartment door when entering or exiting. - If I am away when you check out, please put the keys in the lockbox and remember to set the code to 0000. - I don't charge for cleaning or extra people. Kindly return the favor by keeping the place clean. - No smoking indoors. - You may make use of food and beverages only if they are explicitly shared. If you have any questions, please ask.",,
90697,51093289,Lovely room 20 min to Times Square & Central Park,25401011876,0.0,Stephanie,Manhattan,Harlem,40.80999,-73.9415,United States,US,True,flexible,Private room,2008.0,564.0,113.0,2.0,94.0,6/23/2019,3.25,4.0,1.0,167.0,"We ask that you treat everything here with care, as it is our home. NO SMOKING IS ALLOWED IN THE HOUSE OR ANYWHERE ON OUR PROPERTY.  If anything is damaged please let us know immediately.",,2019-06-23
90747,51120904,Large 1 room with bed in the heart of manhathan,10416476517,1.0,Adil,Manhattan,Murray Hill,40.74604,-73.97495,United States,US,False,flexible,Private room,2013.0,401.0,80.0,7.0,0.0,,,5.0,1.0,0.0,#NAME?,,
90780,51139130,"Queen Room w/ Memory Foam, In-room TV and Rooftop",59372481832,1.0,Christine,Manhattan,East Village,40.7229,-73.98476,United States,US,True,flexible,Private room,2004.0,314.0,63.0,1.0,6.0,5/27/2019,0.2,4.0,1.0,9.0,"Please remember that this is a residential building.  All building rules, hotel occupancy restrictions, and year-round tenants must be respected.",,2019-05-27
90912,51212034,"Room with the balcony, fits 3!",57025467723,0.0,Simon,Manhattan,East Harlem,40.79501,-73.94448,United States,US,False,flexible,Private room,2012.0,709.0,142.0,1.0,109.0,7/5/2019,3.61,5.0,4.0,168.0,#NAME?,,2019-07-05
90950,51233021,Quiet place to stay in Harlem,91590952347,0.0,Jose,Manhattan,Harlem,40.82818,-73.9389,United States,US,True,flexible,Private room,2019.0,318.0,64.0,4.0,75.0,6/19/2019,2.52,5.0,,52.0,,,2019-06-19
90970,51244067,Beautiful Manhattan apt. blocks from Central Park,91283102189,1.0,Monica,Manhattan,Harlem,40.80249,-73.95622,United States,US,True,flexible,Private room,2003.0,553.0,111.0,5.0,2.0,4/25/2019,0.16,4.0,1.0,24.0,"1. Only the ORIGINAL OCCUPANTS at the time of booking are allowed to stay in the property overnight and secondly no additional guest will be brought in without prior authorization. 2. Excessive NOISE & DISTURBANCES, specifically on work nights (Sunday thru Thursday) are to be kept to a minimum after 10pm. On other nights of the week we ask that noise is kept to a controlled, restrained and respectable level do to the nature of this being a shared space.  3. SMOKING is not permitted in any of the inside premisses, this includes the guest room, condo unit and building. You may smoke outside in the street or on the outdoor patio. 4. DAMAGES to the property and it's contents (within the bedroom and the condo itself) will be subject to reinstitution in accordance to airbnb rules and regulations and may lead to the immediate dismissal from the property. 5. WASHER & DRYER is available for use by the guest free of charge but under the condition that we (the host) are present at the time of use",,2019-04-25
90987,51253456,"Clean, Cozy Private Room with TV Uptown Manhattan",30728229581,0.0,Rina,Manhattan,Washington Heights,40.83935,-73.94019,United States,US,False,flexible,Private room,2018.0,251.0,50.0,2.0,90.0,7/2/2019,3.11,4.0,,14.0,"No smoking inside the apartment, please leave shoes at the door, turn lights off when not in use. No parties.",,2019-07-02
91194,51367782,Cozy East Village Room w/Bonus Cats,98552574344,1.0,Lyra,Manhattan,East Village,40.7265,-73.98278,United States,US,True,flexible,Private room,2018.0,359.0,72.0,3.0,76.0,6/21/2019,2.59,5.0,1.0,25.0,- Additional charge for extra guests - No Smoking! - No pets,,2019-06-21
91227,51386008,"A Prime location private room furnished 3br,2b ap",38686649375,1.0,Gautam,Manhattan,Upper East Side,40.77158,-73.95786,United States,US,True,flexible,Private room,2021.0,505.0,101.0,5.0,3.0,6/20/2019,0.15,5.0,2.0,50.0,No pets. No smoking. Guests need to be respectful and gentle.,,2019-06-20
91287,51419146,Best Location + Private Roof Deck,54503017696,0.0,Joe,Manhattan,East Village,40.73109,-73.98234,United States,US,True,flexible,Private room,2021.0,585.0,117.0,1.0,209.0,6/17/2019,7.18,5.0,3.0,252.0,,,2019-06-17
91305,51429088,Artistic room steps from A train,39007296046,1.0,Caitlin,Manhattan,Washington Heights,40.85188,-73.93588,United States,US,False,flexible,Private room,2010.0,428.0,86.0,1.0,26.0,5/19/2019,1.08,5.0,1.0,0.0,,,2019-05-19
91403,51483213,Wonderful Charming Apt- Columbia University Area,15175268538,0.0,Mitsue,Manhattan,Washington Heights,40.83705,-73.94083,United States,US,True,flexible,Private room,2013.0,475.0,95.0,1.0,3.0,7/1/2018,0.21,5.0,1.0,341.0,I just ask that you clean after yourself if you use the kitchen.,,2018-07-01
91405,51484318,Private Room in Hell's Kitchen,13033550806,1.0,Sam,Manhattan,Hell's Kitchen,40.76076,-73.99266,United States,US,True,flexible,Private room,2008.0,408.0,82.0,1.0,7.0,6/23/2019,0.24,4.0,1.0,45.0,"To enjoy, relax, feel safe and cozy. Also, keep the place clean and quiet in the evening.",,2019-06-23
91412,51488184,Private bedroom in the heart of West Village,21442542436,1.0,Cesar,Manhattan,West Village,40.73381,-74.00365,United States,US,True,flexible,Private room,2016.0,317.0,63.0,3.0,87.0,6/20/2019,3.09,5.0,2.0,39.0,House should be left as tidy as you found it. No extra guests.,,2019-06-20
91415,51489841,Private room w/private bathroom near Central Park!,3086665605,0.0,Banu,Manhattan,Upper East Side,40.76875,-73.95965,United States,US,False,flexible,Private room,2012.0,764.0,153.0,2.0,2.0,6/11/2017,0.07,5.0,1.0,0.0,Smoke-free house.,,2017-06-11
91436,51501439,曼哈顿景色豪华公寓,98185685171,0.0,Faye,Manhattan,Hell's Kitchen,40.76189,-73.99751,United States,US,False,flexible,Private room,2009.0,114.0,23.0,10.0,2.0,6/16/2017,0.08,4.0,1.0,0.0,,,2017-06-16
91463,51516351,Chic Space in Chelsea,91187432404,1.0,Ivan,Manhattan,Chelsea,40.7435,-74.00119,United States,US,True,flexible,Private room,2022.0,417.0,83.0,2.0,128.0,6/17/2019,4.52,5.0,1.0,252.0,"You must disclose at what time you are planning to arrive when booking.  If it's too late at night, we may not be able to accommodate you.  If you don't disclose the information, your reservation will be canceled immediately.  International guests:  Please make sure your visa/work permits are in order.  We cannot refund your money if you are unable to come because your paperwork was not in order.  If you are booking far in advance because of work/study issues, please be aware that if things change because of whatever circumstance we are not able to give you a full refund.  Please understand that we have kept your place for months foregoing other bookings.  The policy is that if you let us know a week in advance, you will receive 50% of what you have paid.  Also, the money that you pay upfront to secure the place is kept by airbnb which handles all money transactions.  No smoking indoors, only on the deck.  No pets.  Come and go as you please.  No loud music please.  Own housekeeping du",,2019-06-17
91524,51550041,Private room in Harlem,25023648180,1.0,Laetitia,Manhattan,Harlem,40.8255,-73.9435,United States,US,False,flexible,Private room,2011.0,315.0,63.0,1.0,8.0,5/14/2019,0.28,4.0,2.0,293.0,Just general respect for the place and my neighbors. Be aware about noise on the back deck in the evening.,,2019-05-14
91535,51556117,Perfectly NYC,59053518238,1.0,Maggie,Manhattan,Hell's Kitchen,40.76654,-73.98812,United States,US,False,flexible,Private room,2021.0,306.0,61.0,6.0,1.0,12/17/2018,0.15,5.0,3.0,8.0,,,2018-12-17
91675,51633439,Private Room Available in Hamilton Heights,28203168508,0.0,Nicole,Manhattan,Harlem,40.82288,-73.95254,United States,US,True,flexible,Private room,2004.0,542.0,108.0,7.0,21.0,4/28/2019,0.75,5.0,1.0,0.0,- no shoes inside - quiet after 8:30pm,,2019-04-28
91746,51672652,Convenience and Privacy in this shared apartment,42365733882,1.0,David,Manhattan,Upper East Side,40.77414,-73.94643,United States,US,False,flexible,Private room,2012.0,430.0,86.0,30.0,4.0,5/27/2019,0.3,4.0,10.0,99.0,"No Smoking,  Respect for other guests and neighbors.  Well behaved children only.  Limit noise after 10pm.  Please do dishes/run dishwasher prior to departure.   Parking is available on Linwood and Gardner streets 24 hours.    No parking is permitted on Centre Place.",,2019-05-27
91902,51758811,JUNIOR SUITE IN MANHATTAN,94244625999,0.0,Marilyn,Manhattan,East Harlem,40.79142,-73.94664,United States,US,True,flexible,Private room,2018.0,535.0,107.0,2.0,110.0,6/29/2019,4.04,4.0,4.0,237.0,,,2019-06-29
91948,51784216,Gorgeous & Spacious UES apartment,87108018403,0.0,Natasha,Manhattan,Upper East Side,40.77666,-73.95618,United States,US,False,flexible,Private room,2013.0,270.0,54.0,2.0,8.0,6/16/2018,0.3,5.0,1.0,0.0,,,2018-06-16
91992,51808518,Cozy Room in Harlem,79502237048,1.0,Anselmo,Manhattan,Harlem,40.8217,-73.93751,United States,US,True,flexible,Private room,2017.0,503.0,101.0,2.0,36.0,6/30/2019,3.17,4.0,1.0,218.0,"House Rules Welcome to Boston-Furnished-Rentals. We respectfully request that you take care of all furniture, appliances, and all other belongings in our apartments. Pets are allowed only with prior approval. Please turn off all lights and appliances including the A/C and heat when you leave. We also ask that you follow our trash rules while staying with us. The efforts of all our guests allow us to pass on savings for everyone. We look forward to your visit and thanks for choosing Boston-Furnished-Rentals while enjoying Boston.",,2019-06-30
92015,51821221,Nice private room in quiet E Village apt,96955804385,1.0,Michael,Manhattan,East Village,40.73057,-73.986,United States,US,True,flexible,Private room,2020.0,722.0,144.0,2.0,21.0,7/1/2019,0.77,4.0,2.0,329.0,"WHEN BOOKING, PLEASE PROVIDE THE FOLLOWING IN YOUR MESSAGE to me:  - 1. Total number of guests (adults, children, babies)? Are there any elderly or children under 18? If so, what are their ages?  - 2. Arrival Date AND Time of Check In? (Check In between 2 pm and 9 pm with some leniency)  - 3. Departure Date (Check out before 12 pm/noon ideally)  - 4. Please tell me a little about yourselves and the purpose of your trip. - 5. What Other Needs or Special Requests or Extra Options (please read below for additional options and possible related additional fees).  ------  PLEASE NOTE THE FOLLOWING BEFORE REQUESTING A BOOKING:  * I will reply as soon as possible to let you know if my apartment will be available for ALL your needs.  - 1. We are happy to host Friendly, Neat, Low-Maintainence Adults & Well-Behaved Children.  ---- All cookware and utensils in the kitchen are at your disposal, but please ask about food before eating as this is my home and I may be saving something. There will be w",,2019-07-01
92122,51880317,"Modern & Cozy 2Bedroom apt.
15min to Times Square.",91333037816,1.0,James,Manhattan,Harlem,40.8227,-73.94014,United States,US,True,flexible,Private room,2013.0,540.0,108.0,4.0,42.0,6/15/2019,2.46,5.0,1.0,242.0,No parties or gatherings of more than 8 people. This is a family neighborhood.  Families with kids next to and behind the home go to sleep early - please behave accordingly.,,2019-06-15
92143,51891915,Central Park Gem,5865016323,0.0,Austin,Manhattan,Harlem,40.80116,-73.95287,United States,US,False,flexible,Private room,2009.0,94.0,19.0,1.0,5.0,6/28/2018,0.27,5.0,1.0,0.0,"Please respect the place as if it was your own. No parties or crazy business.  Pets are not allowed.  Our apartment is also a non-smoking environment.  Our community is very quiet and we have a close relationship with our neighbors. We ask that you respect our neighbor’s privacy and monitor noise levels during the night time. If you need to smoke, please smoke outside the building and dispose of your cigarettes afterward.  We also ask that you keep the place relatively clean when you leave.",,2018-06-28
92163,51902961,Private Room for 1 person in LES/Chinatown,82948038481,0.0,Scotty,Manhattan,Chinatown,40.71626,-73.99224,United States,US,True,flexible,Private room,2022.0,516.0,103.0,1.0,7.0,7/7/2019,0.39,4.0,1.0,54.0,"Professional building, please be considerate of other residents in the building. This is not a place for parties.",,2019-07-07
92324,51991881,Cozy Room Close to Columbia,15713807672,1.0,Yiou,Manhattan,Upper West Side,40.80034,-73.96127,United States,US,True,flexible,Private room,2009.0,775.0,155.0,3.0,1.0,1/13/2018,0.06,4.0,1.0,0.0,,,2018-01-13
92463,52068651,"UWS, Luxury Modern 1 BR 1 Bath, Doorman.",28326795888,1.0,Lauren,Manhattan,Upper West Side,40.7817,-73.982,United States,US,True,flexible,Private room,2008.0,445.0,89.0,3.0,0.0,,,4.0,1.0,365.0,No parties. No overnight guests. Please use your time in the city to get out and explore and use the apartment as an experience to stay in a neighborhood where you'll never find a hotel! You are so close to everything!,,
92619,52154810,room 2 Manhattan private room,83152877343,1.0,Eliahu,Manhattan,Harlem,40.81236,-73.95204,United States,US,False,flexible,Private room,2011.0,300.0,60.0,1.0,4.0,8/23/2018,0.29,5.0,11.0,365.0,Sorry No Smoking  Sorry No Pets This is an elegant property for those who appreciate a quiet environment. Our property has no elevator and because of its historic nature is not Handicap Accessible.,,2018-08-23
92620,52155362,room A Manhattan private room,24810001708,0.0,Eliahu,Manhattan,Harlem,40.81196,-73.95221,United States,US,True,flexible,Private room,2022.0,524.0,105.0,1.0,3.0,3/17/2018,0.18,4.0,11.0,364.0,"Events and parties YES...   but NON SMOKERS only and this is a ""quiet"" house -- so no bachelor parties, or large graduation parties.    Check out is at 11am.      The apartment is completely private as is the patio...   The laundry room and mail room are both off the common foyer..    Your private foyer is down a flight of stairs leading to your apartment an the mechanical room.   Please keep (SENSITIVE CONTENTS HIDDEN) TV, HULU,  Blu Ray DVD and music at a reasonable level between 7am and 11pm.      Maximum of two guests.   It's not possible to bring in an air mattress.   Sleeping in a car in the parking space is also not possible.     -- No smoking, pets, or (loud) parties.  158 is a Quiet building w Quiet Zones.. suitable for professionals, work at home, study, research.  There are events at Christmas and occasional meet-and-greets -- scheduled in the afternoon and early evening -- late night entertainment is easy at Sister Sorel, or 647 Tremont just steps away -- some restaurant's ",,2018-03-17
92629,52160333,Nice & cozy room located in Manhattan apt!!,48611409948,1.0,Miryan,Manhattan,Harlem,40.82742,-73.94878,United States,US,True,flexible,Private room,2019.0,133.0,27.0,1.0,103.0,7/5/2019,5.94,5.0,1.0,19.0,"We require a signed lease as soon as we accept your request. No smoking, no pets, no parties. We strive to maintain a quiet, professional community. Two week minimum stay. Two occupants maximum per apartment. No Sunday checkins and no check in after 6:30 pm",,2019-07-05
92680,52188500,A Zen Oasis in the East Village,14362564578,0.0,Viramo,Manhattan,East Village,40.72509,-73.98954,United States,US,False,flexible,Private room,2005.0,551.0,110.0,4.0,3.0,7/31/2018,0.17,4.0,1.0,0.0,"*Please share with other guests in your reservation. Thanks!* [Security]  Unless otherwise specified, building and apartment access is for reserved guests only. Lock doors when coming and going; keep keys and windows secure.  [Courtesy]  Be mindful of neighbors. No smoking in/around the property. No shoes in the apartment. Pick up after yourself. [Be Green]  Turn off lights, electronics and faucets when not in use. Recycling bin (paper, plastic, glass, aluminum) and reusable shopping bags are in the pantry.  [Communicate]  Please tell me right away if you feel you're having less than a 5-star experience. So many of my trips were made better by caring, thoughtful hosts; it would make me happy to do the same for you.",,2018-07-31
92681,52189052,Nolita Nest,19958963958,0.0,Kayla,Manhattan,Nolita,40.72011,-73.99535,United States,US,True,flexible,Private room,2010.0,441.0,88.0,1.0,1.0,2/3/2018,0.06,5.0,1.0,0.0,,,2018-02-03
92713,52206726,Private Room A In Prime Location,11565291571,0.0,Anna,Manhattan,Midtown,40.74698,-73.98906,United States,US,False,flexible,Private room,2009.0,268.0,54.0,1.0,135.0,6/15/2019,7.67,4.0,3.0,311.0,"Please no parties,  and no loud noise past 11p, out of respect for the neighbors.  Please no smoking inside the building.  If you cook or otherwise eat in the apartment, please reasonably clean up after yourself.",,2019-06-15
92770,52238207,Room in central Manhattan,83872957772,1.0,Matilda,Manhattan,Hell's Kitchen,40.75715,-73.99759,United States,US,False,flexible,Private room,2005.0,145.0,29.0,2.0,13.0,12/22/2018,0.74,5.0,3.0,23.0,"No Smoking, No additional guests,",,2018-12-22
92808,52259194,Privet room.10min from CentralPark.5 min to Times,3328532182,0.0,Muslum,Manhattan,Hell's Kitchen,40.76546,-73.99253,United States,US,False,flexible,Private room,2011.0,113.0,23.0,2.0,12.0,10/7/2018,0.71,5.0,2.0,338.0,No Smoking No Pets,,2018-10-07
93060,52398374,"8 mins to Central Park,3 mins to Subway,Guest Room",42525859126,0.0,Andrea,Manhattan,Upper East Side,40.77603,-73.95573,United States,US,True,flexible,Private room,2018.0,94.0,19.0,3.0,35.0,7/7/2019,2.22,5.0,1.0,162.0,NO Smoking.,,2019-07-07
93141,52443110,Ultimate NYC experience at a fraction of the cost!,27849831180,1.0,Aakash,Manhattan,Upper East Side,40.76125,-73.96449,United States,US,True,flexible,Private room,2007.0,67.0,13.0,1.0,0.0,,,4.0,1.0,0.0,,,
93170,52459127,"upper west side, 15' from Colombia, calm & light",91561861958,1.0,Seb,Manhattan,Washington Heights,40.85265,-73.93247,United States,US,True,flexible,Private room,2005.0,435.0,87.0,20.0,1.0,10/20/2018,0.11,4.0,2.0,267.0,,,2018-10-20
93208,52480114,An Oasis in Manhattan,46012197962,1.0,Shopper,Manhattan,Washington Heights,40.84442,-73.94039,United States,US,False,flexible,Private room,2013.0,510.0,102.0,6.0,2.0,11/1/2018,0.22,4.0,3.0,90.0,,,2018-11-01
93211,52481771,Tranquil Morningside Apartment,62911581308,1.0,Elena,Manhattan,Morningside Heights,40.80405,-73.96375,United States,US,True,flexible,Private room,2005.0,216.0,43.0,3.0,7.0,5/3/2018,0.43,4.0,1.0,0.0,#NAME?,,2018-05-03
93233,52493922,【限1~2名女生】近哥伦比亚大学超方便短租房【无其他费用】(情侣请私聊),56127269651,0.0,Lingqing,Manhattan,Morningside Heights,40.81449,-73.95842,United States,US,False,flexible,Private room,2008.0,590.0,118.0,2.0,3.0,5/8/2018,0.18,4.0,1.0,0.0,,,2018-05-08
93235,52495027,Private room amazing location Chelsea/Union Square,48550787709,0.0,Javier,Manhattan,Chelsea,40.73974,-73.99563,United States,US,False,flexible,Private room,2011.0,446.0,89.0,3.0,0.0,,,4.0,1.0,0.0,"Please respect my home. There are other long term tenants who reside in the building. THERE WILL BE NO PARTIES ALLOWED AT THIS PROPERTY. If guests host a party, they will be asked to leave immediately upon the first report of a disturbance and the security deposit forfeited.",,
93239,52497236,Your Chic NYC 1 bed Apt near Central Park,6003467269,0.0,Chloe,Manhattan,Upper West Side,40.78654,-73.97663,United States,US,False,flexible,Private room,2011.0,483.0,97.0,5.0,20.0,6/9/2019,1.42,5.0,2.0,104.0,ABSOLUTELY NO SMOKING PLEASE. OWNER IS ALLERGIC AND SMOKE ALARM IS VERY SENSITIVE.   FIRE DEPARTMENT WILL BE NOTIFIED IF ALARM IS TRIGGERED.  (this also includes cooking at high heat),,2019-06-09
93276,52517671,1 SUNNY MASTER BEDROOM LOWER EAST SIDE,38858590346,1.0,Rhian,Manhattan,Lower East Side,40.72107,-73.9834,United States,US,False,flexible,Private room,2011.0,490.0,98.0,7.0,0.0,,,4.0,1.0,0.0,- Guests are expected to keep the house in good conditions and maintain noise level relatively low after 10PM,,
93400,52586156,Spacious room near CU Mailman campus,93403631181,1.0,Lujayn,Manhattan,Washington Heights,40.83767,-73.94171,United States,US,True,flexible,Private room,2018.0,236.0,47.0,5.0,0.0,,,4.0,1.0,0.0,,,
93411,52592231,The Sweet Spot of NYC,90720769715,0.0,Joe,Manhattan,Harlem,40.8232,-73.95463,United States,US,False,flexible,Private room,2019.0,625.0,125.0,1.0,39.0,6/10/2019,2.37,5.0,2.0,153.0,,,2019-06-10
93426,52600516,Beautiful Private Room 5 min away from Mid-town,53455541469,0.0,Fiorella,Manhattan,Roosevelt Island,40.76032,-73.95164,United States,US,True,flexible,Private room,2011.0,132.0,26.0,3.0,1.0,3/17/2019,0.26,4.0,2.0,358.0,,,2019-03-17
93430,52602725,NEW-BRIGHT-SPACIOUS-LES-W/D-2BATH-BY TRAIN-ROOFTOP,90038752628,0.0,Orit,Manhattan,Lower East Side,40.71374,-73.98907,United States,US,True,flexible,Private room,2010.0,95.0,19.0,3.0,10.0,6/1/2019,0.62,5.0,3.0,361.0,- Quiet neighborhood so remember to be respectful!,,2019-06-01
93440,52608248,Private room w/memory foam QUEEN bed SUNNY space,49310401279,0.0,Sam,Manhattan,East Village,40.72909,-73.98986,United States,US,True,flexible,Private room,2016.0,192.0,38.0,1.0,78.0,7/2/2019,4.79,5.0,1.0,5.0,,,2019-07-02
93465,52622056,Female Only UWS Apartment,63083620442,0.0,Paris,Manhattan,Upper West Side,40.79902,-73.96692,United States,US,True,flexible,Private room,2004.0,548.0,110.0,1.0,1.0,4/17/2018,0.07,5.0,1.0,0.0,,,2018-04-17
93490,52635863,La Quinta Central Park West,43064249972,1.0,Vijay,Manhattan,Upper West Side,40.77597,-73.97686,United States,US,False,flexible,Private room,2019.0,327.0,65.0,1.0,4.0,3/17/2018,0.25,5.0,4.0,270.0,Please treat apartment like your own home and be considerate of other tenants in the building. No parties or other guests. Quiet late at night and in the early morning hours. No loud music. No Smoking. No pets.,,2018-03-17
93626,52710976,Great Space Location Location Location,89945751289,0.0,Burton,Manhattan,Kips Bay,40.74499,-73.97926,United States,US,False,flexible,Private room,2006.0,747.0,149.0,5.0,1.0,3/19/2018,0.06,4.0,2.0,0.0,,,2018-03-19
93637,52717051,SPACIOUS HARLEM APT,13172140550,0.0,Benjamin,Manhattan,Harlem,40.82383,-73.94037,United States,US,True,flexible,Private room,2006.0,745.0,149.0,1.0,2.0,4/1/2018,0.13,5.0,1.0,0.0,Keep the apartment clean and damage free please.,,2018-04-01
93645,52721470,"Luxury Bedroom in  a Cozy, Relaxed NYC Atmosphere!",6020061216,0.0,Saphira,Manhattan,Upper West Side,40.80172,-73.96177,United States,US,False,flexible,Private room,2019.0,792.0,158.0,5.0,9.0,4/30/2019,0.62,4.0,2.0,0.0,,,2019-04-30
93689,52745771,One Central Park,27809112587,1.0,Elite Destination Homes,Manhattan,Upper West Side,40.76986,-73.98197,United States,US,True,flexible,Private room,2017.0,203.0,41.0,1.0,0.0,,,4.0,1.0,199.0,,,
93695,52749085,"Snug & Cozy 1 Bedroom -Hamilton Heights, NY",9822333258,0.0,Allan C.,Manhattan,Harlem,40.82961,-73.9474,United States,US,True,flexible,Private room,2014.0,162.0,32.0,1.0,11.0,12/8/2018,0.92,5.0,6.0,0.0,"No guests over other than the ones in your booking. No smoking in apartment or rooftop lounge No partying No loud music that would disturb other residents. No pets. Must be clean and sanitary. If you cook, you must clean up and return all cooking utensils back in their proper place. If you wish to do laundry, bring your own detergent.",,2018-12-08
93771,52791059,Great Room in Great apt!,11724393038,1.0,Sebastian,Manhattan,Washington Heights,40.84591,-73.94059,United States,US,True,flexible,Private room,2018.0,193.0,39.0,2.0,2.0,5/4/2018,0.14,4.0,1.0,0.0,,,2018-05-04
93786,52799344,"106th and Amsterdam open, spacious apartment!",94604515730,1.0,Jessica,Manhattan,Upper West Side,40.802,-73.96605,United States,US,False,flexible,Private room,2013.0,271.0,54.0,1.0,5.0,6/30/2019,0.41,4.0,1.0,32.0,No Smoking.  No Pets.  Guest must be able to pick up keys from leasing office tomorrow before 6PM.,,2019-06-30
93866,52843528,Beautiful red-brick bedroom in prime East Village,10955889006,1.0,Steven,Manhattan,East Village,40.72507,-73.9827,United States,US,True,flexible,Private room,2015.0,563.0,113.0,3.0,45.0,7/2/2019,3.53,5.0,3.0,6.0,,,2019-07-02
93871,52846289,Cleo's Royale,34181576733,1.0,Adeola,Manhattan,Inwood,40.86058,-73.9274,United States,US,True,flexible,Private room,2012.0,513.0,103.0,5.0,5.0,5/24/2019,0.41,4.0,2.0,90.0,"Please remember that this is a residential building. The building rules, apartment occupancy restrictions and the year-round tenants must be respected.  Parties and smoking are not allowed under any circumstances and incur significant fees. Pets may be considered with pre-approval and an additional pet fee.",,2019-05-24
93977,52904833,Cozy private room available from January 1st,72670490291,0.0,David,Manhattan,Harlem,40.81787,-73.94286,United States,US,False,flexible,Private room,2012.0,176.0,35.0,3.0,1.0,5/8/2018,0.07,4.0,1.0,0.0,"Please remember that this is a residential building. The building rules, apartment occupancy restrictions, and the year-round tenants must be respected. There is no smoking allowed in the apartments and significant fees will apply if this rule is broken.",,2018-05-08
93978,52905385,Elegant and Comfortable Home Away from Home in UES,40692800446,1.0,Samir,Manhattan,East Harlem,40.78723,-73.94956,United States,US,True,flexible,Private room,2014.0,168.0,34.0,7.0,68.0,6/22/2019,4.39,5.0,1.0,77.0,,,2019-06-22
94104,52974975,Big Sunny Room 1 Block from Central Park,84705090249,0.0,Calvin,Manhattan,East Harlem,40.79635,-73.94815,United States,US,False,flexible,Private room,2006.0,505.0,101.0,3.0,15.0,6/1/2019,1.25,5.0,1.0,88.0,No smoking indoors (a big porch with seating available for smokers)  Guests are expected to clean up after themselves in the bathroom and in the kitchen.,,2019-06-01
94136,52992649,21st Floor Bedroom in Doorman & Elevator Building,73171335710,1.0,Greg,Manhattan,Kips Bay,40.74512,-73.97921,United States,US,False,flexible,Private room,2011.0,248.0,50.0,4.0,6.0,12/17/2018,0.39,5.0,2.0,0.0,,,2018-12-17
94245,53052850,Upper Westside luxury private bedroom 5W-3,45662416821,1.0,Nina,Manhattan,Upper West Side,40.80365,-73.96639,United States,US,False,flexible,Private room,2014.0,739.0,148.0,30.0,3.0,4/12/2019,0.24,4.0,4.0,317.0,"We expect our guests to be respectful of our space, belongings and neighbors. Check out time is 11am and Check in time is 3pm.",,2019-04-12
94252,53056716,STOP! Rooftop Terrace in the East Village!,96984831772,0.0,Jermaine,Manhattan,East Village,40.72328,-73.9843,United States,US,True,flexible,Private room,2017.0,514.0,103.0,3.0,2.0,5/18/2018,0.14,4.0,1.0,0.0,"Please be respectful of other guests.  Keep the common areas clean and pick up after your self.  No loud music after 10:00PM.  It is a safe neighborhood but please, keep doors locked for safety No smoking in the house (smoking is allowed on the front or back decks).",,2018-05-18
94473,53178774,Spacious and bright bedroom,87714779585,0.0,Guilda,Manhattan,Washington Heights,40.84365,-73.93982,United States,US,False,flexible,Private room,2017.0,458.0,92.0,3.0,1.0,1/9/2019,0.17,4.0,1.0,5.0,"NO SMOKING, please stop smoking a block away so as not to bring smoke-filled lungs into the house, I'm highly sensitive, and it makes me feel sick. Please clean after yourself on an on-going basis, especially in the common areas. We recycle paper, glass, metal in a separate bin, and throw food, plastic bags, and wrappers into the normal trash, can you participate? This 100 year old building has character in the details, but might appear less clean. The wood work was painted white before I moved in. I consistently use bleach between guests, but the grooves have ""greyed"" overtime, and I haven't repainted yet. I hope you won't be that picky ;-) My end-of-stay cleaning fee is to cover my time and expenses washing, drying, changing the sheets and sanitizing the room in between guests. I don't do any daily cleaning (of your room, the bathroom or the kitchen).  I only clean in-between guests or when needed - I noticed I am not a clean freak, I go after the obvious (bread crumbs and slime) - s",,2019-01-09
94508,53198104,Great Small Room 15 Minutes From Time Square,74133988112,1.0,Emad,Manhattan,Harlem,40.82336,-73.95596,United States,US,True,flexible,Private room,2018.0,574.0,115.0,2.0,122.0,7/7/2019,8.32,5.0,1.0,127.0,"All I ask is that you are respectful of my home and things, as well as my neighbors, who are excellent!",,2019-07-07
94578,53236765,The East Village Home: The Cabin Room,28980483218,0.0,Roni,Manhattan,East Village,40.72607,-73.97631,United States,US,False,flexible,Private room,2020.0,445.0,89.0,1.0,67.0,6/22/2019,4.59,4.0,3.0,241.0,We except our guest to be respectful of our home and us. There is no smoking in the home but smoking outside is allowed and needs to be disposed of properly.,,2019-06-22
94689,53298071,Chic private room,22537214142,0.0,David,Manhattan,Harlem,40.82511,-73.95341,United States,US,True,flexible,Private room,2019.0,454.0,91.0,4.0,3.0,5/22/2018,0.21,4.0,1.0,179.0,#NAME?,,2018-05-22
94704,53306355,Stylish NYC Art Loft #2,37822507641,0.0,Dave,Manhattan,East Harlem,40.79244,-73.94028,United States,US,False,flexible,Private room,2007.0,419.0,84.0,3.0,18.0,7/1/2019,1.74,4.0,6.0,88.0,,,2019-07-01
